scenario,sample,replicate,regolith_pct,vermicompost_pct,mycorrhiza,light_hours,dark_days_continuous,radiation_msv_day,gravity_g,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,ph,perchlorate_ppm,glass_fines_pct,transpiration_index,xylem_geometry_risk,dark_lethality_index,xylem_embolism_risk,toxicity_index,dry_root_g,dry_shoot_g,seed_weight_g,slakes,biomass_g,total_seed,height_cm,survival,mortality_probability
simulated_lunar_5,LRS50-,7,50.0,50.0,0.0,16.0,10.0,0.95387,0.16667,68.67439,23.46882,122.99202,7.60346,22.53664,7.15458,0.56306,0.41346,0.92414,0.47181,0.39312,3.11,6.1,0.0,0.23,0.0,0.0,0.1867,0.0408,0.98
simulated_lunar_6,LRS50-,7,50.0,50.0,0.0,16.0,10.0,1.18113,0.16667,69.66912,27.81698,123.49209,7.55841,15.64304,6.07233,1.16689,0.50358,0.92414,0.78381,0.3342,3.11,6.1,0.0,0.23,0.0,0.0,0.0344,0.0063,0.98
simulated_lunar_7,LRS50-,7,50.0,50.0,0.0,8.0,14.0,0.81537,0.16667,60.00077,24.02908,119.58619,8.05151,54.6356,8.05562,1.06571,0.74583,0.98757,0.90883,0.54103,3.11,6.1,0.0,0.23,0.0,0.0,0.354,0.0752,0.98
observed_earth_simulant,LRS50-,8,50.0,50.0,0.0,12.0,0.5,0.02,1.0,89.79127,27.57932,164.25149,7.80945,0.0,1.78232,1.05952,0.3424,0.02298,0.0,0.14446,2.35,5.24,0.0,0.42,7.59,0.0,18.1,1.0,0.0
simulated_lunar_1,LRS50-,8,50.0,50.0,0.0,0.0,3.0,0.79866,0.16667,76.3269,24.45329,144.49328,7.97942,32.56081,8.52675,1.19717,0.66986,0.04209,0.92307,0.47264,2.35,5.24,0.0,0.42,0.0,0.0,0.4715,0.0671,0.5356
simulated_lunar_2,LRS50-,8,50.0,50.0,0.0,8.0,14.0,1.18767,0.16667,87.87594,16.916,123.83272,7.81764,57.0246,7.70807,0.88272,0.76168,0.98757,0.81889,0.53937,2.35,5.24,0.0,0.42,0.0,0.0,0.2477,0.0348,0.98
simulated_lunar_3,LRS50-,8,50.0,50.0,0.0,12.0,7.0,1.82894,0.16667,70.22715,19.32595,134.09097,7.83952,52.38632,12.17636,1.05019,0.83596,0.5775,0.96299,0.6585,2.35,5.24,0.0,0.42,0.0,0.0,0.2698,0.0375,0.9682
simulated_lunar_4,LRS50-,8,50.0,50.0,0.0,12.0,10.0,0.31735,0.16667,68.96536,23.05733,130.17008,7.87391,30.38954,9.96918,0.88252,0.32245,0.89912,0.5446,0.50857,2.35,5.24,0.0,0.42,0.0,0.0,0.194,0.0312,0.98
simulated_lunar_5,LRS50-,8,50.0,50.0,0.0,4.0,10.0,0.84089,0.16667,72.02283,21.75755,108.19289,7.51526,54.77723,9.18148,1.18563,0.67767,0.82671,0.92301,0.57596,2.35,5.24,0.0,0.42,0.0,0.0,0.1194,0.0218,0.98
simulated_lunar_6,LRS50-,8,50.0,50.0,0.0,0.0,3.0,0.65328,0.16667,80.07202,23.42384,125.80444,7.53535,41.36251,9.6364,0.88547,0.43368,0.04209,0.61526,0.53956,2.35,5.24,0.0,0.42,0.0,0.0,6.9021,1.0,0.472
simulated_lunar_7,LRS50-,8,50.0,50.0,0.0,8.0,3.0,1.90274,0.16667,75.29515,22.97218,128.78074,7.86235,35.18172,7.21623,1.07193,0.83115,0.07586,0.97229,0.44243,2.35,5.24,0.0,0.42,0.0,0.0,6.8593,1.0,0.5662
observed_earth_simulant,LRS50+,1,50.0,50.0,1.0,12.0,0.5,0.02,1.0,107.04479,38.43506,170.24489,7.54885,0.0,2.27174,1.01394,0.34336,0.02298,0.0,0.15941,4.06,6.72,0.1,0.47,10.78,2.0,20.5,1.0,0.0
simulated_lunar_1,LRS50+,1,50.0,50.0,1.0,16.0,7.0,1.19837,0.16667,96.11042,31.64202,150.51026,7.92254,72.30888,9.7335,0.91361,0.67889,0.65135,0.78318,0.65857,4.06,6.72,0.1,0.47,0.0,0.0,0.4548,0.071,0.9765
simulated_lunar_2,LRS50+,1,50.0,50.0,1.0,12.0,10.0,0.32863,0.16667,98.19833,35.09494,142.70632,7.55159,46.86209,11.08786,1.0038,0.71806,0.89912,0.8563,0.60453,4.06,6.72,0.1,0.47,0.0,0.0,0.0894,0.0124,0.98
simulated_lunar_3,LRS50+,1,50.0,50.0,1.0,16.0,10.0,2.06861,0.16667,110.20473,33.92008,174.05721,7.77552,33.03662,5.12295,1.14215,0.93626,0.92414,1.0,0.37042,4.06,6.72,0.1,0.47,0.0,0.0,0.3978,0.0605,0.98
simulated_lunar_4,LRS50+,1,50.0,50.0,1.0,12.0,10.0,1.67636,0.16667,103.13839,33.99627,161.40633,7.60111,23.24593,6.26192,0.99458,0.62503,0.89912,0.78891,0.36851,4.06,6.72,0.1,0.47,0.0,0.0,0.192,0.0259,0.98
simulated_lunar_5,LRS50+,1,50.0,50.0,1.0,16.0,7.0,0.43087,0.16667,102.76405,36.0777,157.03838,7.86063,60.45835,8.5129,0.96641,0.21404,0.65135,0.50392,0.57684,4.06,6.72,0.1,0.47,0.0993,0.0118,0.6106,0.0621,0.8903
simulated_lunar_6,LRS50+,1,50.0,50.0,1.0,16.0,14.0,0.66075,0.16667,102.53089,31.91793,139.32881,7.76246,49.91242,7.01238,1.1352,0.27219,0.99331,0.6007,0.49144,4.06,6.72,0.1,0.47,0.0,0.0,0.0218,0.0035,0.98
simulated_lunar_7,LRS50+,1,50.0,50.0,1.0,0.0,14.0,0.66407,0.16667,110.2345,34.85362,147.35008,7.81949,27.18986,6.62299,1.17113,0.73838,0.97702,0.9608,0.39433,4.06,6.72,0.1,0.47,0.0,0.0,0.5822,0.0737,0.98
observed_earth_simulant,LRS50+,2,50.0,50.0,1.0,12.0,0.5,0.02,1.0,107.85751,32.20262,184.77627,7.35294,0.0,2.31622,1.08609,0.34708,0.02298,0.0,0.16077,5.9,8.08,0.21,0.49,13.98,2.0,21.0,1.0,0.0
simulated_lunar_1,LRS50+,2,50.0,50.0,1.0,0.0,10.0,1.30514,0.16667,89.55625,33.43965,135.3516,7.7931,45.0926,7.58291,1.03984,0.37326,0.7773,0.63748,0.4908,5.9,8.08,0.21,0.49,0.0,0.0,0.1289,0.0154,0.98
simulated_lunar_2,LRS50+,2,50.0,50.0,1.0,16.0,14.0,1.71761,0.16667,100.07117,30.08759,149.46325,7.39295,34.61266,8.91481,1.10997,0.57852,0.99331,0.81252,0.49219,5.9,8.08,0.21,0.49,0.0,0.0,0.3521,0.0427,0.98
simulated_lunar_3,LRS50+,2,50.0,50.0,1.0,16.0,10.0,1.90522,0.16667,89.2483,30.37923,166.89487,7.75141,29.51365,8.64635,1.27571,0.4813,0.92414,0.81449,0.46487,5.9,8.08,0.21,0.49,0.0,0.0,0.4984,0.0596,0.98
simulated_lunar_4,LRS50+,2,50.0,50.0,1.0,0.0,3.0,2.16762,0.16667,91.03667,31.94955,168.16385,7.66298,37.41571,9.84645,1.07324,0.81645,0.04209,0.9627,0.53117,5.9,8.08,0.21,0.49,0.0,0.0,7.5068,1.0,0.5572
simulated_lunar_5,LRS50+,2,50.0,50.0,1.0,16.0,7.0,0.47915,0.16667,97.68051,32.30601,159.72299,7.63052,69.76226,8.50138,1.1885,0.42523,0.65135,0.7344,0.61137,5.9,8.08,0.21,0.49,0.0215,0.0008,0.3416,0.0455,0.9548
simulated_lunar_6,LRS50+,2,50.0,50.0,1.0,12.0,7.0,1.22773,0.16667,109.03777,31.22975,160.2727,7.58886,38.07942,8.06974,1.11325,0.78509,0.5775,0.96309,0.47937,5.9,8.08,0.21,0.49,0.0,0.0,0.2221,0.0268,0.9324
simulated_lunar_7,LRS50+,2,50.0,50.0,1.0,0.0,7.0,1.72059,0.16667,91.67833,38.03373,135.63837,7.48146,25.73901,10.79861,1.1232,0.43949,0.34865,0.71793,0.51648,5.9,8.08,0.21,0.49,0.0,0.0,0.2028,0.0261,0.7138
observed_earth_simulant,LRS50+,3,50.0,50.0,1.0,12.0,0.5,0.02,1.0,117.64463,34.91195,182.68682,7.32299,0.0,2.22441,1.03422,0.34582,0.02298,0.0,0.15797,5.33,8.55,0.0,0.51,13.88,0.0,8.5,1.0,0.0
simulated_lunar_1,LRS50+,3,50.0,50.0,1.0,4.0,7.0,0.93872,0.16667,85.9206,34.74986,149.05973,7.62349,28.48841,9.77113,0.95188,0.56069,0.4225,0.72575,0.49539,5.33,8.55,0.0,0.51,0.0,0.0,0.1081,0.0316,0.7647
simulated_lunar_2,LRS50+,3,50.0,50.0,1.0,16.0,7.0,0.7604,0.16667,86.16487,33.67561,170.65859,7.56555,23.68025,10.07101,1.17081,0.47395,0.65135,0.76346,0.48653,5.33,8.55,0.0,0.51,0.0187,0.0,0.0809,0.0276,0.9371
simulated_lunar_3,LRS50+,3,50.0,50.0,1.0,8.0,14.0,1.48405,0.16667,82.08478,36.49011,159.88971,7.97251,53.09022,11.18235,1.30338,0.38229,0.98757,0.74716,0.63077,5.33,8.55,0.0,0.51,0.0,0.0,0.0337,0.0118,0.98
simulated_lunar_4,LRS50+,3,50.0,50.0,1.0,0.0,10.0,1.15512,0.16667,105.73799,36.03342,159.17054,7.5388,38.26431,6.96914,1.02971,0.56227,0.7773,0.76323,0.44644,5.33,8.55,0.0,0.51,0.0,0.0,0.0346,0.0113,0.98
simulated_lunar_5,LRS50+,3,50.0,50.0,1.0,16.0,3.0,0.78537,0.16667,103.9774,34.7405,154.85243,7.51978,7.57673,9.55253,1.29171,0.69724,0.13296,0.99344,0.4103,5.33,8.55,0.0,0.51,4.6261,0.0,4.6429,1.0,0.6062
simulated_lunar_6,LRS50+,3,50.0,50.0,1.0,12.0,7.0,2.16161,0.16667,103.77737,29.28848,156.98774,7.85955,31.34469,7.79636,1.00573,0.34916,0.5775,0.60792,0.44576,5.33,8.55,0.0,0.51,0.0,0.0,2.5928,1.0,0.8369
simulated_lunar_7,LRS50+,3,50.0,50.0,1.0,16.0,10.0,0.93378,0.16667,95.33451,35.08853,151.61489,7.82288,33.24328,7.46031,1.26034,0.80892,0.92414,1.0,0.44262,5.33,8.55,0.0,0.51,0.0,0.0,0.1816,0.0703,0.98
observed_earth_simulant,LRS50+,4,50.0,50.0,1.0,12.0,0.5,0.02,1.0,106.35706,33.47388,180.30489,7.62821,0.0,2.43474,0.9858,0.28115,0.02298,0.0,0.16439,4.44,8.31,0.26,0.62,12.75,2.0,24.5,1.0,0.0
simulated_lunar_1,LRS50+,4,50.0,50.0,1.0,16.0,7.0,1.09293,0.16667,96.14028,31.16271,152.40482,7.56581,58.14357,7.49056,1.08004,0.68935,0.65135,0.8767,0.53692,4.44,8.31,0.26,0.62,0.0,0.0,0.4973,0.0547,0.9755
simulated_lunar_2,LRS50+,4,50.0,50.0,1.0,16.0,7.0,1.11712,0.16667,110.53504,31.21667,149.39829,7.4555,43.36542,9.12787,0.76915,0.3381,0.65135,0.51198,0.53153,4.44,8.31,0.26,0.62,0.0165,0.0013,0.1423,0.0116,0.8833
simulated_lunar_3,LRS50+,4,50.0,50.0,1.0,12.0,10.0,1.14171,0.16667,96.37729,39.81506,147.72,7.81612,35.93973,8.67286,0.96589,0.33856,0.89912,0.58585,0.48978,4.44,8.31,0.26,0.62,0.0,0.0,0.3892,0.049,0.98
simulated_lunar_4,LRS50+,4,50.0,50.0,1.0,4.0,7.0,1.60602,0.16667,91.25919,37.54223,143.97658,7.70461,23.02067,6.57032,0.80278,0.56858,0.4225,0.66068,0.37709,4.44,8.31,0.26,0.62,0.0,0.0,0.1146,0.0155,0.7248
simulated_lunar_5,LRS50+,4,50.0,50.0,1.0,8.0,14.0,0.72285,0.16667,110.1324,33.04178,150.8869,7.70517,48.88682,10.5648,0.99563,0.66279,0.98757,0.81481,0.59614,4.44,8.31,0.26,0.62,0.0,0.0,0.6452,0.0693,0.98
simulated_lunar_6,LRS50+,4,50.0,50.0,1.0,16.0,14.0,1.66838,0.16667,84.10557,38.38043,144.61927,7.56173,26.72104,6.0777,1.13409,0.54268,0.99331,0.79781,0.37591,4.44,8.31,0.26,0.62,0.0,0.0,0.6897,0.0702,0.98
simulated_lunar_7,LRS50+,4,50.0,50.0,1.0,0.0,14.0,1.28064,0.16667,99.92241,33.34985,155.20791,7.61844,54.13598,7.23953,1.36789,0.54601,0.97702,0.90814,0.51422,4.44,8.31,0.26,0.62,0.0,0.0,0.3791,0.0491,0.98
observed_earth_simulant,LRS50+,5,50.0,50.0,1.0,12.0,0.5,0.02,1.0,109.11,33.07792,181.82945,7.42205,0.0,2.1058,0.86087,0.33138,0.02298,0.0,0.15434,4.24,6.97,0.91,0.59,11.21,6.0,23.4,1.0,0.0
simulated_lunar_1,LRS50+,5,50.0,50.0,1.0,4.0,14.0,1.08576,0.16667,94.21463,34.57205,142.0194,7.50023,45.08598,10.60283,1.04986,0.88037,0.98309,0.99365,0.58305,4.24,6.97,0.91,0.59,0.0,0.0,0.4661,0.0575,0.98
simulated_lunar_2,LRS50+,5,50.0,50.0,1.0,8.0,3.0,1.29525,0.16667,111.27284,30.03801,172.13419,7.18217,37.99234,7.08416,1.17167,0.7762,0.07586,0.9893,0.44893,4.24,6.97,0.91,0.59,0.6558,0.1338,8.1853,1.0,0.5717
simulated_lunar_3,LRS50+,5,50.0,50.0,1.0,4.0,7.0,1.7614,0.16667,105.51193,34.81574,154.2003,7.16457,38.36752,9.7254,1.41763,0.20265,0.4225,0.6394,0.53104,4.24,6.97,0.91,0.59,0.0,0.0,8.2277,1.0,0.7503
simulated_lunar_4,LRS50+,5,50.0,50.0,1.0,0.0,14.0,0.75197,0.16667,86.89864,31.10851,150.77546,7.60127,43.54692,7.28832,0.97066,0.61051,0.97702,0.76748,0.476,4.24,6.97,0.91,0.59,0.0,0.0,0.3299,0.0446,0.98
simulated_lunar_5,LRS50+,5,50.0,50.0,1.0,8.0,3.0,0.57621,0.16667,109.29254,34.79759,149.42598,7.5616,46.22737,9.00283,1.15669,0.41329,0.07586,0.7125,0.53844,4.24,6.97,0.91,0.59,2.3156,0.6593,11.3771,1.0,0.5204
simulated_lunar_6,LRS50+,5,50.0,50.0,1.0,12.0,10.0,2.06981,0.16667,98.81325,36.10929,163.58984,7.53766,50.54471,10.42374,1.12839,0.61285,0.89912,0.84626,0.59805,4.24,6.97,0.91,0.59,0.0,0.0,0.0893,0.0108,0.98
simulated_lunar_7,LRS50+,5,50.0,50.0,1.0,16.0,7.0,1.62208,0.16667,96.06608,33.06565,155.85349,7.39064,56.54478,8.3151,0.89226,0.93971,0.65135,0.93601,0.55612,4.24,6.97,0.91,0.59,0.0,0.0,0.4582,0.0487,0.98
observed_earth_simulant,LRS50+,6,50.0,50.0,1.0,12.0,0.5,0.02,1.0,98.3606,34.35986,185.85064,7.34578,0.0,1.8839,0.95276,0.24879,0.02298,0.0,0.14756,4.6,6.23,0.13,0.46,10.83,1.0,15.0,1.0,0.0
simulated_lunar_1,LRS50+,6,50.0,50.0,1.0,16.0,7.0,1.64632,0.16667,92.13376,34.16733,157.91227,7.94712,43.4459,11.3647,1.28586,0.79967,0.65135,1.0,0.60018,4.6,6.23,0.13,0.46,0.0,0.0,5.3682,1.0,0.98
simulated_lunar_2,LRS50+,6,50.0,50.0,1.0,4.0,3.0,1.51717,0.16667,96.74393,31.86251,167.23368,7.73988,17.77188,7.44517,1.17236,0.49704,0.05665,0.78136,0.38414,4.6,6.23,0.13,0.46,0.0,0.0,4.8104,1.0,0.493
simulated_lunar_3,LRS50+,6,50.0,50.0,1.0,8.0,14.0,2.04071,0.16667,103.72411,35.26429,141.47069,7.39094,42.78148,10.43261,0.90986,0.45133,0.98757,0.63658,0.5692,4.6,6.23,0.13,0.46,0.0,0.0,0.1646,0.0331,0.98
simulated_lunar_4,LRS50+,6,50.0,50.0,1.0,8.0,3.0,0.6957,0.16667,93.34468,29.05727,166.54829,7.54914,51.65248,8.19206,1.5563,0.66988,0.07586,1.0,0.53401,4.6,6.23,0.13,0.46,0.0,0.0,5.4212,1.0,0.5914
simulated_lunar_5,LRS50+,6,50.0,50.0,1.0,8.0,10.0,1.6487,0.16667,103.46469,33.82785,163.06711,7.80806,31.08149,9.31298,0.91583,0.59383,0.86704,0.73004,0.49112,4.6,6.23,0.13,0.46,0.0,0.0,0.1394,0.0299,0.98
simulated_lunar_6,LRS50+,6,50.0,50.0,1.0,16.0,3.0,1.81815,0.16667,102.82697,33.02412,150.6006,7.86401,48.97376,7.27229,0.90598,0.27369,0.13296,0.5223,0.49586,4.6,6.23,0.13,0.46,3.5258,0.2717,7.7292,1.0,0.5055
simulated_lunar_7,LRS50+,6,50.0,50.0,1.0,0.0,14.0,1.03642,0.16667,111.11863,34.98312,153.52875,7.64756,44.3967,10.84428,0.75229,0.44997,0.97702,0.56937,0.58784,4.6,6.23,0.13,0.46,0.0,0.0,0.0375,0.0082,0.98
observed_earth_simulant,LRS50+,7,50.0,50.0,1.0,12.0,0.5,0.02,1.0,107.30453,32.14964,183.83619,7.55775,0.0,1.92981,1.07202,0.34365,0.02298,0.0,0.14897,4.69,6.71,0.2,0.53,11.4,2.0,18.8,1.0,0.0
simulated_lunar_1,LRS50+,7,50.0,50.0,1.0,0.0,10.0,0.58371,0.16667,98.79242,34.52027,147.67507,7.50231,44.00359,10.28876,1.00851,0.72827,0.7773,0.86573,0.56939,4.69,6.71,0.2,0.53,0.0,0.0,0.1235,0.0196,0.98
simulated_lunar_2,LRS50+,7,50.0,50.0,1.0,12.0,3.0,0.54714,0.16667,103.01716,29.57496,161.29178,7.72232,43.37505,7.37564,1.10039,0.64709,0.10088,0.85706,0.47802,4.69,6.71,0.2,0.53,2.9873,0.3049,9.802,1.0,0.5625
simulated_lunar_3,LRS50+,7,50.0,50.0,1.0,8.0,10.0,1.85314,0.16667,96.24482,29.64845,126.34707,7.55734,41.06549,6.26219,1.27286,0.88977,0.86704,1.0,0.43534,4.69,6.71,0.2,0.53,0.0,0.0,0.2386,0.0364,0.98
simulated_lunar_4,LRS50+,7,50.0,50.0,1.0,4.0,7.0,0.57307,0.16667,109.78897,35.83773,152.34972,7.58675,47.24104,10.05442,0.96993,0.84559,0.4225,0.92252,0.57437,4.69,6.71,0.2,0.53,0.0,0.0,0.2563,0.039,0.8297
simulated_lunar_5,LRS50+,7,50.0,50.0,1.0,4.0,10.0,1.75909,0.16667,95.69098,33.04444,175.66513,7.89231,44.10033,6.79997,0.86149,0.59956,0.82671,0.7074,0.46315,4.69,6.71,0.2,0.53,0.0,0.0,0.2486,0.0331,0.98
simulated_lunar_6,LRS50+,7,50.0,50.0,1.0,12.0,3.0,0.94736,0.16667,87.55179,35.568,143.23097,7.71575,25.87825,9.08289,0.83044,0.37712,0.10088,0.55839,0.46458,4.69,6.71,0.2,0.53,2.7679,0.448,10.3458,1.0,0.4851
simulated_lunar_7,LRS50+,7,50.0,50.0,1.0,12.0,3.0,1.42511,0.16667,89.09368,34.88178,161.26659,7.55802,45.61511,8.29209,1.30606,0.77851,0.10088,1.0,0.51443,4.69,6.71,0.2,0.53,0.0289,0.0013,0.3176,0.0395,0.6055
observed_earth_simulant,LRS50+,8,50.0,50.0,1.0,12.0,0.5,0.02,1.0,111.63222,38.28278,171.25091,7.47849,0.0,1.99638,1.02061,0.305,0.02298,0.0,0.151,4.6,6.6,0.4,0.53,11.2,2.0,21.1,1.0,0.0
simulated_lunar_1,LRS50+,8,50.0,50.0,1.0,12.0,14.0,0.67177,0.16667,102.62365,32.90808,148.48386,7.27022,27.27198,6.88947,1.45621,0.52605,0.99087,0.93161,0.40278,4.6,6.6,0.4,0.53,0.0,0.0,6.3685,1.0,0.98
simulated_lunar_2,LRS50+,8,50.0,50.0,1.0,16.0,14.0,1.91051,0.16667,100.72452,33.13874,183.58469,7.36458,58.43996,8.51358,1.136,0.41166,0.99331,0.70292,0.56929,4.6,6.6,0.4,0.53,0.0,0.0,0.272,0.0345,0.98
simulated_lunar_3,LRS50+,8,50.0,50.0,1.0,12.0,14.0,1.12686,0.16667,98.48532,34.44673,165.18718,7.83347,54.16846,9.54612,0.90828,0.51293,0.99087,0.67503,0.58482,4.6,6.6,0.4,0.53,0.0,0.0,0.5404,0.0698,0.98
simulated_lunar_4,LRS50+,8,50.0,50.0,1.0,4.0,14.0,1.55006,0.16667,103.26851,33.74622,172.14169,7.94498,59.41194,5.24057,0.91023,0.66744,0.98309,0.77415,0.47292,4.6,6.6,0.4,0.53,0.0,0.0,0.2319,0.0339,0.98
simulated_lunar_5,LRS50+,8,50.0,50.0,1.0,12.0,3.0,1.39808,0.16667,81.61137,35.26012,150.76104,7.46428,40.34357,6.66734,1.00077,0.93368,0.10088,1.0,0.44501,4.6,6.6,0.4,0.53,0.0411,0.0033,0.5036,0.0564,0.5916
simulated_lunar_6,LRS50+,8,50.0,50.0,1.0,4.0,10.0,1.18338,0.16667,113.81588,36.97464,169.52907,7.78933,38.64229,3.42425,1.27501,0.79857,0.82671,1.0,0.33954,4.6,6.6,0.4,0.53,0.0,0.0,0.0311,0.0042,0.98
simulated_lunar_7,LRS50+,8,50.0,50.0,1.0,16.0,14.0,1.39053,0.16667,104.34191,32.62825,167.75974,7.83547,38.87087,10.02704,1.29098,0.64823,0.99331,0.95403,0.54215,4.6,6.6,0.4,0.53,0.0,0.0,0.4766,0.0628,0.98
observed_earth_simulant,LRS75-,1,75.0,25.0,0.0,12.0,0.5,0.02,1.0,65.75583,20.20809,135.35723,8.63952,0.0,3.28368,1.01179,0.24029,0.02298,0.0,0.23533,3.42,6.25,0.0,0.23,9.67,0.0,21.6,1.0,0.0
simulated_lunar_1,LRS75-,1,75.0,25.0,0.0,0.0,10.0,0.7789,0.16667,47.70652,14.89916,101.63769,9.05363,27.32774,8.83488,0.90671,0.47733,0.7773,0.65174,0.50743,3.42,6.25,0.0,0.23,0.0,0.0,0.4794,0.0626,0.98
simulated_lunar_2,LRS75-,1,75.0,25.0,0.0,0.0,10.0,2.16974,0.16667,40.79064,20.4519,99.21041,8.8911,27.72106,11.53581,0.73925,0.48738,0.7773,0.58497,0.59144,3.42,6.25,0.0,0.23,0.0,0.0,0.4848,0.0581,0.98
simulated_lunar_3,LRS75-,1,75.0,25.0,0.0,0.0,10.0,1.73542,0.16667,56.11471,17.71018,94.32537,8.82564,51.18424,8.15906,0.75272,0.72921,0.7773,0.72859,0.57625,3.42,6.25,0.0,0.23,0.0,0.0,0.0991,0.0116,0.98
simulated_lunar_4,LRS75-,1,75.0,25.0,0.0,12.0,14.0,1.58914,0.16667,50.91327,20.9161,98.17251,9.15723,59.725,8.24952,0.58281,0.52384,0.99087,0.5348,0.61104,3.42,6.25,0.0,0.23,0.0,0.0,0.4613,0.0687,0.98
simulated_lunar_5,LRS75-,1,75.0,25.0,0.0,16.0,14.0,1.17611,0.16667,49.80738,14.50929,92.7963,8.42236,30.84705,11.12367,1.08091,0.20793,0.99331,0.53643,0.59057,3.42,6.25,0.0,0.23,0.0,0.0,0.0435,0.0054,0.98
simulated_lunar_6,LRS75-,1,75.0,25.0,0.0,8.0,7.0,1.67798,0.16667,52.2044,16.49059,105.65806,8.67493,48.48335,7.98283,0.71237,0.36262,0.5,0.50429,0.56073,3.42,6.25,0.0,0.23,0.0,0.0,0.0763,0.0097,0.7782
simulated_lunar_7,LRS75-,1,75.0,25.0,0.0,12.0,7.0,2.0024,0.16667,50.45225,14.33925,74.9533,8.82172,31.371,8.03526,0.89365,0.87754,0.5775,0.89779,0.49816,3.42,6.25,0.0,0.23,0.0,0.0,0.2123,0.0259,0.9199
observed_earth_simulant,LRS75-,2,75.0,25.0,0.0,12.0,0.5,0.02,1.0,75.16338,20.1673,143.58238,8.72843,0.0,3.22991,0.99405,0.29868,0.02298,0.0,0.23369,0.51,1.72,0.0,0.21,2.23,0.0,21.0,1.0,0.0
simulated_lunar_1,LRS75-,2,75.0,25.0,0.0,4.0,14.0,0.63904,0.16667,61.08596,14.82994,102.83366,8.74146,41.98995,8.75727,0.61354,0.73655,0.98309,0.65738,0.56005,0.51,1.72,0.0,0.21,0.0,0.0,0.0424,0.0058,0.98
simulated_lunar_2,LRS75-,2,75.0,25.0,0.0,12.0,7.0,1.54044,0.16667,54.72189,16.50454,97.18465,8.79783,45.04223,13.24745,1.2072,0.77824,0.5775,1.0,0.70869,0.51,1.72,0.0,0.21,0.0,0.0,0.2091,0.0323,0.98
simulated_lunar_3,LRS75-,2,75.0,25.0,0.0,4.0,3.0,1.03041,0.16667,52.79193,14.55617,83.125,8.90421,63.71017,13.29888,0.91645,0.42712,0.05665,0.6239,0.78027,0.51,1.72,0.0,0.21,0.0,0.0,0.6492,0.0798,0.5328
simulated_lunar_4,LRS75-,2,75.0,25.0,0.0,8.0,3.0,1.89825,0.16667,52.93451,14.02266,106.92998,8.96837,71.9076,10.9039,0.8709,0.28008,0.07586,0.51409,0.73783,0.51,1.72,0.0,0.21,0.0,0.0,7.2546,1.0,0.5107
simulated_lunar_5,LRS75-,2,75.0,25.0,0.0,4.0,7.0,0.36783,0.16667,60.0835,26.43237,108.88587,8.73935,65.60513,12.26205,0.67577,0.57476,0.4225,0.60418,0.75569,0.51,1.72,0.0,0.21,0.0,0.0,6.356,1.0,0.7864
simulated_lunar_6,LRS75-,2,75.0,25.0,0.0,8.0,3.0,0.94167,0.16667,51.02218,13.49106,106.66823,9.00792,18.88174,10.81307,1.07802,0.75579,0.07586,0.92259,0.53621,0.51,1.72,0.0,0.21,0.0,0.0,0.0367,0.0058,0.5725
simulated_lunar_7,LRS75-,2,75.0,25.0,0.0,16.0,3.0,0.7611,0.16667,45.27585,16.19689,100.8577,8.43349,29.27896,11.88909,0.85147,0.65842,0.13296,0.73852,0.60807,0.51,1.72,0.0,0.21,0.0,0.0,6.5644,1.0,0.582
observed_earth_simulant,LRS75-,3,75.0,25.0,0.0,12.0,0.5,0.02,1.0,66.42462,19.94576,143.71608,8.48119,0.0,2.75206,1.09732,0.33807,0.02298,0.0,0.21909,1.87,3.62,0.0,0.25,5.49,0.0,9.4,1.0,0.0
simulated_lunar_1,LRS75-,3,75.0,25.0,0.0,12.0,10.0,0.52952,0.16667,48.45507,13.04914,89.00747,9.19075,52.72924,12.09472,0.9551,0.40542,0.89912,0.62559,0.7023,1.87,3.62,0.0,0.25,0.0,0.0,0.0412,0.0134,0.98
simulated_lunar_2,LRS75-,3,75.0,25.0,0.0,16.0,3.0,0.5534,0.16667,55.06323,17.58236,86.08921,8.64154,57.50948,12.09685,0.87432,0.20542,0.13296,0.46894,0.72029,1.87,3.62,0.0,0.25,0.0,0.0,3.1001,1.0,0.537
simulated_lunar_3,LRS75-,3,75.0,25.0,0.0,12.0,7.0,0.6917,0.16667,46.28635,13.68964,78.40874,8.97268,48.771,11.14551,1.01522,0.91272,0.5775,0.99479,0.65845,1.87,3.62,0.0,0.25,0.0,0.0,0.1912,0.0626,0.9762
simulated_lunar_4,LRS75-,3,75.0,25.0,0.0,0.0,3.0,1.47595,0.16667,61.02145,22.24077,75.69258,8.50182,51.00924,10.54284,0.83726,0.2398,0.04209,0.47796,0.64843,1.87,3.62,0.0,0.25,0.0,0.0,0.0394,0.0119,0.4595
simulated_lunar_5,LRS75-,3,75.0,25.0,0.0,4.0,3.0,0.40265,0.16667,48.89237,18.0503,102.3557,9.00201,63.60684,10.10016,0.97182,0.60302,0.05665,0.76309,0.68214,1.87,3.62,0.0,0.25,0.0,0.0,0.0071,0.0023,0.548
simulated_lunar_6,LRS75-,3,75.0,25.0,0.0,12.0,10.0,1.09623,0.16667,54.10206,16.38258,76.84313,8.73707,58.46013,11.70475,1.05614,0.50945,0.89912,0.73878,0.71187,1.87,3.62,0.0,0.25,0.0,0.0,0.2055,0.0713,0.98
